MLS#,property#,seller_agent_id,owner_id,listing_type,listing_price,listing_date,listing_status
488,488,2206,1902,for rent,1379,2024-01-20,unavailable
489,489,2215,6290,for rent,3543,2024-02-02,unavailable
490,490,227,1062,for rent,950,2024-02-01,unavailable
491,491,382,6781,for rent,1550,2024-02-01,unavailable
492,492,845,5737,for rent,1550,2024-03-31,unavailable
493,493,223,6100,for rent,950,2024-01-27,unavailable
494,494,4689,8935,for rent,1550,2024-03-21,unavailable
495,495,155,2193,for rent,650,2024-02-06,unavailable
496,496,2499,1044,for rent,1550,2024-04-06,unavailable
497,497,3106,3839,for rent,2579,2024-03-25,unavailable
498,498,1958,7609,for rent,650,2024-02-03,unavailable
499,499,4887,394,for rent,4400,2024-02-19,unavailable
500,500,3046,463,for rent,2215,2024-02-28,unavailable
501,501,2095,2343,for rent,1015,2024-02-04,unavailable
502,502,760,8881,for rent,2215,2024-04-11,unavailable
503,503,3090,831,for rent,3800,2024-02-29,unavailable
504,504,1180,443,for rent,2343,2024-04-01,unavailable
505,505,3514,130,for rent,2450,2024-03-23,unavailable
506,506,119,9350,for rent,3115,2024-03-29,unavailable
507,507,586,2001,for rent,2472,2024-03-30,unavailable
508,508,820,4553,for rent,4400,2024-03-07,unavailable
509,509,4945,2178,for rent,3672,2024-03-07,unavailable
510,510,2948,4862,for rent,1679,2024-01-15,unavailable
511,511,4742,7794,for rent,3736,2024-01-28,unavailable
512,512,1811,9562,for rent,3372,2024-01-20,unavailable
513,513,2714,1106,for rent,4529,2024-01-28,unavailable
514,514,3841,984,for rent,1743,2024-03-26,unavailable
515,515,4762,8980,for rent,3307,2024-02-20,unavailable
516,516,1840,6868,for rent,1743,2024-03-11,unavailable
517,517,3127,5618,for rent,1250,2024-04-12,unavailable
518,518,1916,6126,for rent,2707,2024-04-02,unavailable
519,519,2481,4630,for rent,4229,2024-03-14,unavailable
520,520,2956,8096,for rent,4036,2024-01-18,unavailable
521,521,167,4901,for rent,650,2024-02-26,unavailable
522,522,2389,9696,for rent,1679,2024-03-21,unavailable
523,523,1883,8899,for rent,1250,2024-04-06,unavailable
524,524,230,6727,for rent,4143,2024-03-24,unavailable
525,525,880,5846,for rent,3372,2024-03-28,unavailable
526,526,2233,6907,for rent,4400,2024-03-03,unavailable
527,527,2092,5220,for rent,650,2024-03-24,unavailable
528,528,2699,8186,for rent,1315,2024-01-30,unavailable
529,529,4642,5862,for rent,2836,2024-02-14,unavailable
530,530,2781,2061,for rent,950,2024-03-06,unavailable
531,531,438,839,for rent,3007,2024-01-31,unavailable
532,532,3628,6367,for rent,1250,2024-01-24,unavailable
533,533,3125,8356,for rent,1015,2024-01-26,unavailable
534,534,114,2899,for rent,3436,2024-03-03,unavailable
535,535,1916,7068,for rent,3050,2024-03-09,unavailable
536,536,209,5424,for rent,4272,2024-01-30,unavailable
537,537,3798,7539,for rent,2043,2024-03-27,unavailable
538,538,2560,6597,for rent,650,2024-01-28,unavailable
539,539,606,8300,for rent,2943,2024-04-03,unavailable
540,540,1374,1719,for rent,1015,2024-04-05,unavailable
541,541,3709,2586,for rent,650,2024-02-21,unavailable
542,542,3321,4204,for rent,3650,2024-04-09,unavailable
543,543,1941,4666,for rent,2407,2024-03-26,unavailable
544,544,394,7773,for rent,2515,2024-04-05,unavailable
545,545,2778,1451,for rent,1015,2024-03-29,unavailable
546,546,3228,6195,for rent,2150,2024-02-05,unavailable
547,547,50,7755,for rent,4229,2024-04-04,unavailable
548,548,4282,9416,for rent,4657,2024-02-17,unavailable
549,549,706,4977,for rent,3350,2024-02-17,unavailable
550,550,4626,4772,for rent,3479,2024-03-18,unavailable
551,551,4160,5852,for rent,2215,2024-02-21,unavailable
552,552,450,9867,for rent,1915,2024-02-08,unavailable
553,553,480,7512,for rent,4272,2024-03-10,unavailable
554,554,3489,7656,for rent,1615,2024-02-06,unavailable
555,555,2050,2481,for rent,2772,2024-03-05,unavailable
556,556,1733,6789,for rent,650,2024-01-19,unavailable
557,557,337,8419,for rent,4336,2024-03-08,unavailable
558,558,522,6126,for rent,1550,2024-03-29,unavailable
559,559,338,4549,for rent,650,2024-03-17,unavailable
560,560,4958,7587,for rent,1250,2024-03-28,unavailable
561,561,22,7092,for rent,4336,2024-01-26,unavailable
562,562,2990,8792,for rent,1615,2024-03-20,unavailable
563,563,3163,9867,for rent,3072,2024-03-16,unavailable
564,564,2039,8251,for rent,2107,2024-03-27,unavailable
565,565,4330,3353,for rent,3007,2024-03-21,unavailable
566,566,1813,6715,for rent,1615,2024-03-29,unavailable
567,567,4856,8850,for rent,3479,2024-02-22,unavailable
568,568,4614,2208,for rent,3500,2024-03-10,unavailable
569,569,1773,5254,for rent,1550,2024-02-18,unavailable
570,570,4846,4203,for rent,3950,2024-01-29,unavailable
571,571,3328,866,for rent,1250,2024-01-28,unavailable
572,572,3897,8465,for rent,2879,2024-02-18,unavailable
573,573,1598,8896,for rent,1015,2024-04-02,unavailable
574,574,4139,8708,for rent,2836,2024-03-22,unavailable
575,575,2034,1101,for rent,4100,2024-03-23,unavailable
576,576,1485,3526,for rent,1615,2024-02-14,unavailable
577,577,4464,5168,for rent,3800,2024-04-02,unavailable
578,578,154,9984,for rent,3050,2024-02-09,unavailable
579,579,3801,8764,for rent,2043,2024-02-27,unavailable
580,580,1378,5383,for rent,1615,2024-03-04,unavailable
581,581,824,5379,for rent,1915,2024-02-29,unavailable
582,582,2893,3615,for rent,4207,2024-02-25,unavailable
583,583,850,312,for rent,3565,2024-03-02,unavailable
584,584,671,8004,for rent,3350,2024-03-03,unavailable
585,585,1799,5564,for rent,1379,2024-02-08,unavailable
586,586,2976,9219,for rent,2772,2024-02-27,unavailable
587,587,3570,1078,for rent,1015,2024-03-15,unavailable
588,588,3820,8398,for rent,3050,2024-03-06,unavailable
589,589,4814,7669,for rent,3136,2024-03-17,unavailable
590,590,1893,8006,for rent,3243,2024-03-13,unavailable
591,591,2795,1535,for rent,3843,2024-02-02,unavailable
592,592,3353,2695,for rent,2279,2024-01-28,unavailable
593,593,125,6548,for rent,650,2024-02-16,unavailable
594,594,4199,1250,for rent,1015,2024-02-01,unavailable
595,595,4882,1540,for rent,1250,2024-01-20,unavailable
596,596,2804,2505,for rent,4529,2024-03-10,unavailable
597,597,4275,8151,for rent,3136,2024-03-23,unavailable
598,598,4158,1230,for rent,3843,2024-03-08,unavailable
599,599,4464,3876,for rent,1679,2024-04-05,unavailable
600,600,433,9577,for rent,4529,2024-02-08,unavailable
601,601,4564,7433,for rent,2750,2024-01-19,unavailable
602,602,2151,3205,for rent,3650,2024-01-27,unavailable
603,603,4626,1641,for rent,2215,2024-03-12,unavailable
604,604,4233,2643,for rent,3500,2024-03-07,unavailable
605,605,2952,4421,for rent,950,2024-01-15,unavailable
606,606,3381,2262,for rent,3136,2024-01-29,unavailable
607,607,3703,9853,for rent,1379,2024-01-16,unavailable
608,608,2390,3761,for rent,2579,2024-01-23,unavailable
609,609,2751,7505,for rent,3800,2024-01-20,unavailable
610,610,1901,7498,for rent,1679,2024-03-01,unavailable
611,611,1765,5535,for rent,2043,2024-02-25,unavailable
612,612,4564,6999,for rent,2472,2024-04-04,unavailable
613,613,4353,7389,for rent,3479,2024-01-19,unavailable
614,614,844,6902,for rent,950,2024-04-11,unavailable
615,615,4579,296,for rent,3072,2024-03-09,unavailable
616,616,2575,7575,for rent,2815,2024-02-22,unavailable
617,617,1331,8507,for rent,2107,2024-03-11,unavailable
618,618,4959,4788,for rent,4100,2024-02-12,unavailable
619,619,1088,3140,for rent,3865,2024-04-04,unavailable
620,620,794,743,for rent,3843,2024-03-28,unavailable
621,621,3225,8922,for rent,650,2024-01-17,unavailable
622,622,225,549,for rent,1850,2024-02-03,unavailable
623,623,1380,7621,for rent,3200,2024-02-24,unavailable
624,624,2645,9466,for rent,2815,2024-02-03,unavailable
625,625,2483,9598,for rent,3800,2024-02-17,unavailable
626,626,2471,6762,for rent,1315,2024-01-31,unavailable
627,627,4428,4005,for rent,4293,2024-03-16,unavailable
628,628,667,2811,for rent,1250,2024-01-24,unavailable
629,629,2561,4631,for rent,2472,2024-02-05,unavailable
630,630,301,2094,for rent,2943,2024-03-26,unavailable
631,631,595,3189,for rent,4400,2024-03-07,unavailable
632,632,4049,1276,for rent,1379,2024-04-03,unavailable
633,633,1026,1136,for rent,3179,2024-02-12,unavailable
634,634,1061,7288,for rent,2043,2024-01-29,unavailable
635,635,2726,3846,for rent,3950,2024-03-15,unavailable
636,636,3516,4652,for rent,3136,2024-02-19,unavailable
637,637,3340,3619,for rent,4036,2024-02-03,unavailable
638,638,4652,4955,for rent,1250,2024-03-22,unavailable
639,639,3344,8459,for rent,1015,2024-04-05,unavailable
640,640,3917,7569,for rent,1743,2024-03-01,unavailable
641,641,4652,3296,for rent,2107,2024-04-03,unavailable
642,642,2256,2648,for rent,4657,2024-01-28,unavailable
643,643,1876,5380,for rent,650,2024-02-23,unavailable
644,644,4537,7979,for rent,2515,2024-02-23,unavailable
645,645,791,9200,for rent,4165,2024-01-19,unavailable
646,646,743,2606,for rent,3350,2024-02-09,unavailable
647,647,1893,2312,for rent,950,2024-03-19,unavailable
648,648,2088,6459,for rent,950,2024-02-02,unavailable
649,649,977,1781,for rent,3307,2024-03-10,unavailable
650,650,1822,6568,for rent,3672,2024-02-28,unavailable
651,651,2564,1769,for rent,2107,2024-03-20,unavailable
652,652,1684,2029,for rent,1015,2024-02-27,unavailable
653,653,2296,6038,for rent,1979,2024-01-30,unavailable
654,654,4851,2994,for rent,3007,2024-03-27,unavailable
655,655,3806,6656,for rent,2943,2024-03-12,unavailable
656,656,3907,1639,for rent,2836,2024-03-14,unavailable
657,657,4379,6549,for rent,3500,2024-04-01,unavailable
658,658,1725,6927,for rent,3007,2024-03-24,unavailable
659,659,987,9179,for rent,2043,2024-01-21,unavailable
660,660,1757,2626,for rent,3907,2024-03-15,unavailable
661,661,4884,4842,for rent,2579,2024-04-11,unavailable
662,662,1828,108,for rent,650,2024-02-08,unavailable
663,663,4708,5275,for rent,950,2024-01-18,unavailable
664,664,94,2596,for rent,1015,2024-03-12,unavailable
665,665,826,3551,for rent,3565,2024-02-01,unavailable
666,666,4809,6064,for rent,4165,2024-03-11,unavailable
667,667,4429,6387,for rent,3865,2024-03-14,unavailable
668,668,3360,9155,for rent,2150,2024-03-20,unavailable
669,669,1852,8182,for rent,3543,2024-03-16,unavailable
670,670,1078,8438,for rent,1743,2024-02-08,unavailable
671,671,4793,1678,for rent,2772,2024-01-29,unavailable
672,672,1830,2523,for rent,1015,2024-03-22,unavailable
673,673,3264,2206,for rent,3436,2024-03-24,unavailable
674,674,4942,8427,for rent,3179,2024-03-06,unavailable
675,675,621,2757,for rent,950,2024-04-05,unavailable
676,676,133,2436,for rent,3907,2024-03-21,unavailable
677,677,1068,847,for rent,2043,2024-04-05,unavailable
678,678,415,3135,for rent,3907,2024-02-27,unavailable
679,679,1450,2192,for rent,3350,2024-03-23,unavailable
680,680,1786,280,for rent,2750,2024-02-09,unavailable
681,681,2870,6115,for rent,1550,2024-02-23,unavailable
682,682,3475,8648,for rent,1379,2024-01-31,unavailable
683,683,1696,9206,for rent,3307,2024-01-31,unavailable
684,684,771,318,for rent,2879,2024-03-27,unavailable
685,685,2376,733,for rent,650,2024-02-06,unavailable
686,686,2068,6098,for rent,3972,2024-02-10,unavailable
687,687,1117,8782,for rent,3350,2024-04-03,unavailable
688,688,3391,8663,for rent,1015,2024-02-08,unavailable
689,689,4298,9974,for rent,950,2024-01-17,unavailable
690,690,258,2766,for rent,3200,2024-01-21,unavailable
691,691,323,6475,for rent,1850,2024-02-19,unavailable
692,692,3750,7092,for rent,650,2024-01-16,unavailable
693,693,3532,1359,for rent,2943,2024-02-13,unavailable
694,694,3496,1429,for rent,4100,2024-02-10,unavailable
695,695,4073,9444,for rent,1979,2024-03-24,unavailable
696,696,2260,3888,for rent,2407,2024-03-17,unavailable
697,697,3963,1376,for rent,3072,2024-01-21,unavailable
698,698,2157,7114,for rent,3136,2024-02-07,unavailable
699,699,730,3746,for rent,1015,2024-02-14,unavailable
700,700,4971,3324,for rent,1550,2024-02-28,unavailable
701,701,2509,9084,for rent,4143,2024-02-18,unavailable
702,702,4617,5976,for rent,3007,2024-02-28,unavailable
703,703,4598,5039,for rent,1015,2024-03-09,unavailable
704,704,3644,8569,for rent,4015,2024-04-08,unavailable
705,705,1753,966,for rent,4036,2024-01-30,unavailable
706,706,4069,347,for rent,4036,2024-01-26,unavailable
707,707,1047,8833,for rent,2343,2024-02-03,unavailable
708,708,424,9782,for rent,3136,2024-03-10,unavailable
709,709,515,9070,for rent,2707,2024-03-23,unavailable
710,710,4646,9395,for rent,2107,2024-03-22,unavailable
711,711,975,70,for rent,1550,2024-01-23,unavailable
712,712,106,2336,for rent,4293,2024-03-30,unavailable
713,713,904,572,for rent,4100,2024-03-24,unavailable
714,714,134,2691,for rent,2043,2024-01-19,unavailable
715,715,2585,7071,for rent,2043,2024-03-25,unavailable
716,716,1656,3584,for rent,650,2024-01-28,unavailable
717,717,2954,6786,for rent,2836,2024-02-24,unavailable
718,718,4879,5866,for rent,2515,2024-01-30,unavailable
719,719,3032,8652,for rent,1015,2024-03-18,unavailable
720,720,3088,760,for rent,650,2024-02-11,unavailable
721,721,4060,4003,for rent,950,2024-04-08,unavailable
722,722,4270,223,for rent,2150,2024-03-31,unavailable
723,723,173,8072,for rent,1379,2024-02-20,unavailable
724,724,1789,4479,for rent,2343,2024-01-20,unavailable
725,725,3172,1826,for rent,650,2024-02-11,unavailable
726,726,400,5165,for rent,1015,2024-02-26,unavailable
727,727,1564,6968,for rent,1315,2024-03-01,unavailable
728,728,3008,7778,for rent,650,2024-02-08,unavailable
729,729,1636,4827,for rent,3607,2024-03-25,unavailable
730,730,3292,8969,for rent,2279,2024-04-05,unavailable
731,731,2328,5034,for rent,2043,2024-03-29,unavailable
732,732,2747,4993,for rent,950,2024-03-08,unavailable
733,733,2112,9986,for rent,1015,2024-03-20,unavailable
734,734,1448,3734,for rent,650,2024-03-25,unavailable
735,735,3598,3652,for rent,2279,2024-02-25,unavailable
736,736,3607,5433,for rent,3007,2024-01-21,unavailable
737,737,974,2837,for rent,2043,2024-02-20,unavailable
738,738,2221,7287,for rent,1915,2024-03-13,unavailable
739,739,716,6878,for rent,1015,2024-02-12,unavailable
740,740,2023,7378,for rent,2643,2024-02-02,unavailable
741,741,2543,5355,for rent,650,2024-01-23,unavailable
742,742,2347,97,for rent,1250,2024-01-18,unavailable
743,743,1240,1419,for rent,650,2024-03-24,unavailable
744,744,1501,4284,for rent,3715,2024-03-04,unavailable
745,745,942,508,for rent,3415,2024-03-02,unavailable
746,746,4269,2448,for rent,2815,2024-03-31,unavailable
747,747,206,517,for rent,1315,2024-02-10,unavailable
748,748,4097,4833,for rent,3650,2024-02-09,unavailable
749,749,4428,5727,for rent,650,2024-04-03,unavailable
750,750,4633,6314,for rent,1743,2024-02-16,unavailable
751,751,1599,1996,for rent,2407,2024-02-20,unavailable
752,752,4133,9347,for rent,1850,2024-02-28,unavailable
753,753,3416,6494,for rent,3007,2024-03-02,unavailable
754,754,2931,7880,for rent,1615,2024-02-04,unavailable
755,755,496,6160,for rent,3500,2024-01-18,unavailable
756,756,1732,6807,for rent,2215,2024-02-08,unavailable
757,757,239,2170,for rent,950,2024-01-19,unavailable
758,758,1995,5708,for rent,1979,2024-01-17,unavailable
759,759,4957,2616,for rent,4015,2024-04-10,unavailable
760,760,890,5330,for rent,1850,2024-04-05,unavailable
761,761,4583,8235,for rent,4100,2024-03-11,unavailable
762,762,3834,6101,for rent,3672,2024-03-08,unavailable
763,763,1490,7351,for rent,1550,2024-02-14,unavailable
764,764,4200,7592,for rent,650,2024-04-10,unavailable
765,765,1016,9883,for rent,2150,2024-03-25,unavailable
766,766,2867,733,for rent,1015,2024-02-11,unavailable
767,767,4382,928,for rent,650,2024-02-23,unavailable
768,768,4275,3409,for rent,4079,2024-02-24,unavailable
769,769,4339,2037,for rent,2279,2024-02-11,unavailable
770,770,4551,2878,for rent,4036,2024-01-21,unavailable
771,771,3057,4710,for rent,3007,2024-03-19,unavailable
772,772,2254,3838,for rent,1379,2024-01-17,unavailable
773,773,3135,2000,for rent,3479,2024-01-17,unavailable
774,774,2267,4386,for rent,950,2024-02-15,unavailable
775,775,1506,6164,for rent,2343,2024-01-29,unavailable
776,776,4939,4128,for rent,3115,2024-01-29,unavailable
777,777,465,8530,for rent,2472,2024-01-23,unavailable
778,778,1984,3063,for rent,3565,2024-02-07,unavailable
779,779,3869,5797,for rent,4165,2024-03-02,unavailable
780,780,2317,9194,for rent,1250,2024-01-30,unavailable
781,781,1898,1060,for rent,1743,2024-01-16,unavailable
782,782,4799,9911,for rent,650,2024-03-30,unavailable
783,783,4456,2765,for rent,2836,2024-04-10,unavailable
784,784,744,3104,for rent,4657,2024-03-09,unavailable
785,785,1201,8614,for rent,3736,2024-03-23,unavailable
786,786,1107,2208,for rent,1850,2024-03-28,unavailable
787,787,2657,3125,for rent,3672,2024-02-22,unavailable
788,788,3909,7346,for rent,3136,2024-02-03,unavailable
789,789,4600,884,for rent,2815,2024-04-09,unavailable
790,790,3298,7597,for rent,2343,2024-02-24,unavailable
791,791,4407,4681,for rent,650,2024-02-13,unavailable
792,792,194,8608,for rent,2515,2024-02-20,unavailable
793,793,979,3373,for rent,4229,2024-03-28,unavailable
794,794,2779,8428,for rent,1015,2024-01-22,unavailable
795,795,3267,7940,for rent,2815,2024-02-12,unavailable
796,796,4960,7122,for rent,2943,2024-01-28,unavailable
797,797,2211,4975,for rent,2107,2024-02-23,unavailable
798,798,1499,2506,for rent,2107,2024-03-04,unavailable
799,799,2051,72,for rent,3436,2024-01-14,unavailable
800,800,2967,4187,for rent,3865,2024-02-01,unavailable
801,801,2633,2342,for rent,3200,2024-03-27,unavailable
802,802,1324,2227,for rent,1015,2024-04-07,unavailable
803,803,818,2690,for rent,2750,2024-04-05,unavailable
804,804,1669,2333,for rent,1315,2024-02-17,unavailable
805,805,2494,6150,for rent,4015,2024-01-16,unavailable
806,806,1972,8683,for rent,4272,2024-03-04,unavailable
807,807,3547,2905,for rent,3865,2024-02-07,unavailable
808,808,3148,3513,for rent,1743,2024-03-28,unavailable
809,809,2891,1341,for rent,2407,2024-04-08,unavailable
810,810,3264,7841,for rent,2772,2024-01-18,unavailable
811,811,1764,4008,for rent,650,2024-03-21,unavailable
812,812,3210,9661,for rent,3350,2024-02-14,unavailable
813,813,2172,7166,for rent,1315,2024-01-31,unavailable
