transaction_id,buyer_id,MLS#,transaction_date,transaction_amount,buyer_agent_commission,seller_agent_commission,buyer_agent_id
529,1702,5529,2023-12-01,1080000,32400,32400,751
530,1708,5530,2023-03-01,3355000,100650,100650,255
531,1712,5531,2024-02-12,555000,16650,16650,658
532,1714,5532,2023-01-26,2255000,67650,67650,911
533,1725,5533,2021-12-29,2455000,73650,73650,530
534,1729,5534,2022-02-26,4405000,132150,132150,935
535,1730,5535,2022-04-04,3630000,108900,108900,636
536,1734,5536,2023-02-21,4755000,142650,142650,914
537,1735,5537,2023-07-14,2255000,67650,67650,4
538,1737,5538,2021-09-28,4455000,133650,133650,110
539,1739,5539,2021-10-01,2430000,72900,72900,590
540,1740,5540,2024-01-03,4480000,134400,134400,301
541,1742,5541,2023-04-15,1755000,52650,52650,504
542,1743,5542,2022-05-06,3855000,115650,115650,438
543,1745,5543,2022-06-10,380000,11400,11400,447
544,1746,5544,2023-07-28,405000,12150,12150,495
545,1749,5545,2021-10-09,4430000,132900,132900,725
546,1750,5546,2022-06-01,3855000,115650,115650,165
547,1753,5547,2022-11-20,4980000,149400,149400,518
548,1757,5548,2022-02-20,1030000,30900,30900,745
549,1758,5549,2022-06-12,3855000,115650,115650,818
550,1762,5550,2023-10-27,3880000,116400,116400,554
551,1764,5551,2024-02-06,4305000,129150,129150,944
552,1765,5552,2022-08-22,3980000,119400,119400,480
553,1769,5553,2023-01-24,180000,5400,5400,75
554,1770,5554,2023-07-25,855000,25650,25650,405
555,1773,5555,2023-05-22,1405000,42150,42150,533
556,1775,5556,2023-02-01,4580000,137400,137400,992
557,1777,5557,2021-10-20,4505000,135150,135150,597
558,1782,5558,2022-12-26,3930000,117900,117900,553
559,1787,5559,2022-02-16,4480000,134400,134400,562
560,1790,5560,2024-03-04,4630000,138900,138900,422
561,1793,5561,2023-05-18,2880000,86400,86400,454
562,1797,5562,2023-03-26,2855000,85650,85650,845
563,1801,5563,2023-02-13,80000,2400,2400,782
564,1802,5564,2022-05-10,2805000,84150,84150,925
565,1806,5565,2021-08-15,680000,20400,20400,418
566,1808,5566,2022-02-04,755000,22650,22650,166
567,1810,5567,2022-11-11,4305000,129150,129150,936
568,1812,5568,2022-04-16,1480000,44400,44400,303
569,1814,5569,2022-08-30,2105000,63150,63150,949
570,1818,5570,2022-09-25,4055000,121650,121650,937
571,1831,5571,2022-08-06,3855000,115650,115650,286
572,1833,5572,2023-12-10,2580000,77400,77400,677
573,1835,5573,2023-10-01,1455000,43650,43650,484
574,1837,5574,2021-11-28,3605000,108150,108150,178
575,1838,5575,2023-12-05,4355000,130650,130650,696
576,1845,5576,2023-05-26,3780000,113400,113400,251
577,1847,5577,2022-04-14,3930000,117900,117900,573
578,1848,5578,2024-01-26,3530000,105900,105900,751
579,1849,5579,2023-11-14,4155000,124650,124650,174
580,1850,5580,2022-01-24,3655000,109650,109650,818
581,1852,5581,2023-09-15,4955000,148650,148650,29
582,1853,5582,2022-10-22,4580000,137400,137400,954
583,1855,5583,2022-11-30,4755000,142650,142650,27
584,1859,5584,2021-08-28,130000,3900,3900,792
585,1864,5585,2024-01-10,1755000,52650,52650,649
586,1866,5586,2022-08-11,3180000,95400,95400,892
587,1868,5587,2022-02-05,3680000,110400,110400,579
588,1874,5588,2022-05-21,4630000,138900,138900,776
589,1876,5589,2023-02-04,4155000,124650,124650,631
590,1878,5590,2021-09-07,1430000,42900,42900,591
591,1881,5591,2022-01-08,355000,10650,10650,993
592,1883,5592,2022-04-19,730000,21900,21900,318
593,1892,5593,2023-03-09,4755000,142650,142650,1000
594,1896,5594,2024-01-20,2205000,66150,66150,794
595,1900,5595,2023-03-17,105000,3150,3150,503
596,1906,5596,2022-05-08,2455000,73650,73650,440
597,1909,5597,2022-05-09,1430000,42900,42900,724
598,1912,5598,2023-11-24,2455000,73650,73650,242
599,1914,5599,2021-09-07,530000,15900,15900,277
600,1918,5600,2022-06-20,2005000,60150,60150,160
601,1921,5601,2023-03-22,4680000,140400,140400,764
602,1923,5602,2023-10-11,4305000,129150,129150,260
603,1931,5603,2022-01-11,2880000,86400,86400,619
604,1936,5604,2023-10-01,3205000,96150,96150,681
605,1940,5605,2022-11-24,1155000,34650,34650,376
606,1942,5606,2022-12-04,2855000,85650,85650,871
607,1947,5607,2023-03-03,4005000,120150,120150,723
608,1948,5608,2023-08-20,4780000,143400,143400,557
609,1949,5609,2022-07-26,3430000,102900,102900,179
610,1951,5610,2022-10-12,830000,24900,24900,754
611,1953,5611,2023-11-02,2105000,63150,63150,419
612,1955,5612,2023-02-05,2480000,74400,74400,50
613,1958,5613,2022-10-09,3280000,98400,98400,593
614,1967,5614,2024-02-25,655000,19650,19650,702
615,1971,5615,2023-07-09,2280000,68400,68400,520
616,1974,5616,2021-09-05,4530000,135900,135900,926
617,1975,5617,2023-06-26,4355000,130650,130650,799
618,1976,5618,2022-06-02,3005000,90150,90150,239
619,1978,5619,2023-05-09,4605000,138150,138150,267
620,1988,5620,2022-01-12,255000,7650,7650,320
621,1990,5621,2021-12-20,2505000,75150,75150,392
622,1993,5622,2021-10-16,705000,21150,21150,888
623,1995,5623,2021-10-27,3155000,94650,94650,445
624,1997,5624,2024-03-22,4055000,121650,121650,485
625,1998,5625,2023-03-19,630000,18900,18900,53
626,2004,5626,2022-02-12,2105000,63150,63150,746
627,2006,5627,2021-11-11,2780000,83400,83400,429
628,2008,5628,2021-07-19,4130000,123900,123900,220
629,2010,5629,2023-12-27,2105000,63150,63150,432
630,2014,5630,2023-07-10,1305000,39150,39150,631
631,2020,5631,2023-09-18,2405000,72150,72150,159
632,2023,5632,2022-07-21,4230000,126900,126900,351
633,2030,5633,2021-11-13,2505000,75150,75150,855
634,2035,5634,2023-03-06,3680000,110400,110400,300
635,2041,5635,2021-10-11,80000,2400,2400,412
636,2045,5636,2024-01-08,4630000,138900,138900,369
637,2047,5637,2023-11-24,4130000,123900,123900,118
638,2048,5638,2022-03-13,355000,10650,10650,78
639,2057,5639,2024-03-30,3155000,94650,94650,32
640,2060,5640,2024-02-14,930000,27900,27900,306
641,2063,5641,2022-08-31,3430000,102900,102900,849
642,2070,5642,2023-05-20,555000,16650,16650,305
643,2072,5643,2022-07-14,4705000,141150,141150,258
644,2073,5644,2022-02-07,180000,5400,5400,5
645,2074,5645,2023-10-10,1505000,45150,45150,770
646,2083,5646,2023-04-22,2855000,85650,85650,341
647,2090,5647,2023-02-26,2355000,70650,70650,782
648,2091,5648,2022-09-05,780000,23400,23400,442
649,2092,5649,2023-12-26,2880000,86400,86400,827
650,2094,5650,2022-06-30,4655000,139650,139650,554
651,2096,5651,2021-11-30,3930000,117900,117900,968
652,2101,5652,2022-10-28,2305000,69150,69150,793
653,2105,5653,2024-01-03,2955000,88650,88650,250
654,2111,5654,2022-02-02,1005000,30150,30150,717
655,2114,5655,2023-10-27,730000,21900,21900,142
656,2124,5656,2023-04-28,4080000,122400,122400,835
657,2125,5657,2022-08-22,3080000,92400,92400,451
658,2128,5658,2023-07-28,4330000,129900,129900,638
659,2132,5659,2023-04-05,1930000,57900,57900,563
660,2139,5660,2022-06-02,1555000,46650,46650,759
661,2142,5661,2022-10-07,2455000,73650,73650,181
662,2144,5662,2022-01-18,1405000,42150,42150,32
663,2145,5663,2023-07-17,2755000,82650,82650,400
664,2148,5664,2023-11-11,1080000,32400,32400,878
665,2151,5665,2023-09-20,2430000,72900,72900,614
666,2155,5666,2023-01-11,1630000,48900,48900,604
667,2162,5667,2022-11-11,3155000,94650,94650,380
668,2164,5668,2023-10-30,4930000,147900,147900,20
669,2165,5669,2022-09-27,3880000,116400,116400,886
670,2166,5670,2023-05-05,205000,6150,6150,182
671,2168,5671,2021-09-16,2605000,78150,78150,118
672,2169,5672,2022-07-26,1205000,36150,36150,958
673,2172,5673,2022-05-20,405000,12150,12150,127
674,2173,5674,2023-11-17,4630000,138900,138900,125
675,2177,5675,2023-04-18,4105000,123150,123150,161
676,2178,5676,2021-09-07,4180000,125400,125400,51
677,2179,5677,2022-08-10,1905000,57150,57150,219
678,2184,5678,2022-11-07,4855000,145650,145650,253
679,2187,5679,2022-09-23,4330000,129900,129900,6
680,2189,5680,2023-08-21,3030000,90900,90900,918
681,2190,5681,2023-09-06,4530000,135900,135900,138
682,2192,5682,2022-01-25,4205000,126150,126150,796
683,2193,5683,2022-12-15,55000,1650,1650,782
684,2199,5684,2022-11-23,880000,26400,26400,124
685,2200,5685,2022-04-05,2330000,69900,69900,672
686,2201,5686,2021-08-24,3580000,107400,107400,942
687,2202,5687,2023-01-03,3305000,99150,99150,715
688,2203,5688,2022-04-06,3755000,112650,112650,411
689,2206,5689,2022-08-02,4780000,143400,143400,730
690,2210,5690,2022-09-01,3905000,117150,117150,94
691,2211,5691,2024-02-13,830000,24900,24900,634
692,2215,5692,2023-02-03,1080000,32400,32400,165
693,2217,5693,2022-07-05,2455000,73650,73650,765
694,2219,5694,2022-05-11,1855000,55650,55650,676
695,2221,5695,2023-11-26,1180000,35400,35400,169
696,2226,5696,2023-11-20,4205000,126150,126150,995
697,2228,5697,2021-12-05,1730000,51900,51900,964
698,2230,5698,2023-06-16,305000,9150,9150,720
699,2231,5699,2022-11-21,3130000,93900,93900,718
700,2240,5700,2022-05-07,4405000,132150,132150,896
701,2242,5701,2022-06-29,1580000,47400,47400,289
702,2244,5702,2022-05-08,1630000,48900,48900,560
703,2245,5703,2022-01-27,4355000,130650,130650,467
704,2250,5704,2023-12-25,3755000,112650,112650,38
705,2251,5705,2022-09-04,1855000,55650,55650,864
706,2254,5706,2021-08-18,4455000,133650,133650,999
707,2264,5707,2024-03-26,430000,12900,12900,563
708,2274,5708,2023-02-07,3380000,101400,101400,34
709,2275,5709,2021-09-03,4080000,122400,122400,890
710,2279,5710,2022-05-11,3130000,93900,93900,388
711,2280,5711,2021-12-09,1080000,32400,32400,15
712,2283,5712,2023-09-01,4930000,147900,147900,111
713,2285,5713,2023-02-27,3805000,114150,114150,40
714,2287,5714,2023-10-30,405000,12150,12150,29
715,2290,5715,2022-12-17,705000,21150,21150,552
716,2291,5716,2024-02-25,4480000,134400,134400,51
717,2293,5717,2022-06-14,1055000,31650,31650,17
718,2294,5718,2023-06-24,530000,15900,15900,116
719,2295,5719,2022-04-14,2880000,86400,86400,75
720,2302,5720,2023-03-13,780000,23400,23400,661
721,2306,5721,2023-06-09,2780000,83400,83400,628
722,2307,5722,2023-05-21,4130000,123900,123900,996
723,2309,5723,2023-01-15,605000,18150,18150,678
724,2314,5724,2022-06-20,3055000,91650,91650,377
725,2315,5725,2023-05-02,4255000,127650,127650,988
726,2318,5726,2023-05-15,4605000,138150,138150,956
727,2321,5727,2021-09-23,3655000,109650,109650,196
728,2323,5728,2022-12-03,3280000,98400,98400,544
729,2325,5729,2022-02-25,830000,24900,24900,381
730,2326,5730,2023-08-22,3780000,113400,113400,981
731,2329,5731,2022-07-17,2680000,80400,80400,126
732,2331,5732,2021-11-25,2205000,66150,66150,125
733,2334,5733,2022-08-30,1530000,45900,45900,12
734,2335,5734,2023-01-08,2405000,72150,72150,129
735,2338,5735,2024-01-02,530000,15900,15900,756
736,2341,5736,2022-10-21,655000,19650,19650,901
737,2352,5737,2021-07-29,3805000,114150,114150,668
738,2355,5738,2022-06-02,280000,8400,8400,282
739,2357,5739,2023-09-16,3530000,105900,105900,397
740,2359,5740,2023-11-13,1505000,45150,45150,29
741,2360,5741,2022-10-01,2280000,68400,68400,113
742,2363,5742,2023-12-07,2630000,78900,78900,492
743,2368,5743,2022-08-05,2580000,77400,77400,90
744,2371,5744,2023-03-03,130000,3900,3900,48
745,2372,5745,2023-09-27,730000,21900,21900,592
746,2374,5746,2023-06-12,2630000,78900,78900,13
747,2376,5747,2022-11-11,455000,13650,13650,63
748,2377,5748,2023-04-01,4355000,130650,130650,339
749,2381,5749,2022-07-25,2580000,77400,77400,541
750,2382,5750,2022-07-23,780000,23400,23400,812
751,2387,5751,2022-12-18,4880000,146400,146400,517
752,2391,5752,2022-06-13,3105000,93150,93150,716
753,2392,5753,2023-09-16,605000,18150,18150,244
754,2396,5754,2022-06-15,3430000,102900,102900,596
755,2399,5755,2021-10-08,1380000,41400,41400,11
756,2400,5756,2023-12-25,1155000,34650,34650,139
757,2402,5757,2023-06-27,3955000,118650,118650,950
758,2405,5758,2022-04-02,2105000,63150,63150,901
759,2407,5759,2023-03-14,3005000,90150,90150,555
760,2415,5760,2023-05-08,1405000,42150,42150,524
761,2419,5761,2023-01-05,930000,27900,27900,861
762,2420,5762,2022-05-26,1105000,33150,33150,346
763,2427,5763,2023-07-06,280000,8400,8400,282
764,2428,5764,2023-12-17,1980000,59400,59400,694
765,2431,5765,2022-11-04,4930000,147900,147900,804
766,2434,5766,2022-01-20,4355000,130650,130650,428
767,2440,5767,2023-01-04,2605000,78150,78150,999
768,2442,5768,2023-07-04,3805000,114150,114150,78
769,2446,5769,2022-05-13,4805000,144150,144150,442
770,2447,5770,2024-03-17,4905000,147150,147150,444
771,2449,5771,2021-10-12,380000,11400,11400,670
772,2451,5772,2023-04-06,3505000,105150,105150,511
773,2457,5773,2023-06-25,1055000,31650,31650,94
774,2458,5774,2022-06-11,930000,27900,27900,170
775,2463,5775,2023-12-11,2105000,63150,63150,24
776,2466,5776,2022-11-22,3230000,96900,96900,829
777,2467,5777,2023-01-08,2255000,67650,67650,78
778,2470,5778,2022-10-12,3855000,115650,115650,129
779,2472,5779,2022-05-26,4655000,139650,139650,267
780,2478,5780,2021-11-08,255000,7650,7650,836
781,2481,5781,2022-11-13,3355000,100650,100650,807
782,2485,5782,2023-02-15,4805000,144150,144150,606
783,2491,5783,2022-04-24,4205000,126150,126150,934
784,2495,5784,2024-01-14,1980000,59400,59400,900
785,2499,5785,2023-09-09,2005000,60150,60150,53
786,2500,5786,2023-03-04,4380000,131400,131400,281
787,2502,5787,2022-12-02,1955000,58650,58650,640
788,2503,5788,2022-05-31,2530000,75900,75900,558
789,2504,5789,2022-06-10,955000,28650,28650,589
790,2505,5790,2024-03-25,4205000,126150,126150,252
791,2506,5791,2022-09-23,2905000,87150,87150,199
792,2513,5792,2023-06-06,4855000,145650,145650,740
793,2514,5793,2022-09-22,3130000,93900,93900,157
794,2518,5794,2021-12-30,980000,29400,29400,392
795,2521,5795,2022-05-23,1430000,42900,42900,420
796,2523,5796,2023-04-20,4955000,148650,148650,531
797,2525,5797,2023-04-13,2105000,63150,63150,490
798,2532,5798,2023-03-26,2955000,88650,88650,748
799,2536,5799,2022-10-21,4730000,141900,141900,114
800,2540,5800,2022-04-23,4630000,138900,138900,593
801,2543,5801,2021-12-12,2030000,60900,60900,284
802,2545,5802,2022-02-01,80000,2400,2400,993
803,2547,5803,2022-08-21,3805000,114150,114150,14
804,2548,5804,2023-05-10,3480000,104400,104400,455
805,2551,5805,2023-12-20,3580000,107400,107400,169
806,2552,5806,2023-12-22,2680000,80400,80400,129
807,2553,5807,2022-10-17,980000,29400,29400,265
808,2554,5808,2023-05-03,80000,2400,2400,711
809,2556,5809,2023-03-29,1305000,39150,39150,550
810,2557,5810,2022-07-13,2655000,79650,79650,635
811,2560,5811,2023-09-17,655000,19650,19650,160
812,2561,5812,2022-11-15,4030000,120900,120900,70
813,2564,5813,2021-08-13,4655000,139650,139650,331
814,2566,5814,2023-11-03,2155000,64650,64650,565
815,2584,5815,2023-05-27,1730000,51900,51900,86
816,2588,5816,2023-07-13,4605000,138150,138150,309
817,2590,5817,2022-12-11,1255000,37650,37650,820
818,2591,5818,2022-06-17,3630000,108900,108900,125
819,2592,5819,2023-04-13,1005000,30150,30150,264
820,2593,5820,2022-08-29,2305000,69150,69150,466
821,2598,5821,2021-12-20,1905000,57150,57150,774
822,2601,5822,2022-08-01,530000,15900,15900,871
823,2603,5823,2021-09-18,2605000,78150,78150,146
824,2606,5824,2022-05-04,330000,9900,9900,412
825,2608,5825,2022-12-05,1230000,36900,36900,585
826,2627,5826,2022-02-14,3755000,112650,112650,299
827,2628,5827,2023-05-10,1605000,48150,48150,318
828,2639,5828,2022-12-09,3080000,92400,92400,158
829,2646,5829,2022-02-23,3530000,105900,105900,637
830,2659,5830,2023-04-30,1755000,52650,52650,191
831,2671,5831,2022-07-23,3230000,96900,96900,801
832,2684,5832,2022-03-21,4530000,135900,135900,398
833,2699,5833,2022-02-19,3455000,103650,103650,181
834,2704,5834,2021-07-15,705000,21150,21150,253
835,2707,5835,2024-01-22,1730000,51900,51900,67
836,2710,5836,2022-07-31,3230000,96900,96900,917
837,2715,5837,2021-09-10,2130000,63900,63900,159
838,2722,5838,2023-05-06,1580000,47400,47400,843
839,2728,5839,2023-09-14,4855000,145650,145650,410
840,2739,5840,2024-01-18,1255000,37650,37650,732
841,2745,5841,2022-09-06,2730000,81900,81900,915
842,2749,5842,2021-10-26,180000,5400,5400,715
843,2753,5843,2022-12-13,5030000,150900,150900,257
844,2765,5844,2021-12-18,380000,11400,11400,891
845,2769,5845,2024-01-07,905000,27150,27150,726
846,2778,5846,2023-05-22,1130000,33900,33900,641
847,2793,5847,2023-03-31,1780000,53400,53400,184
848,2796,5848,2021-09-01,3180000,95400,95400,969
849,2797,5849,2024-03-17,5005000,150150,150150,478
850,2802,5850,2022-06-29,1480000,44400,44400,890
851,2809,5851,2023-12-12,205000,6150,6150,568
852,2817,5852,2023-03-23,3655000,109650,109650,917
853,2820,5853,2022-01-23,3305000,99150,99150,393
854,2825,5854,2024-01-02,2455000,73650,73650,59
855,2832,5855,2023-12-23,1155000,34650,34650,887
856,2835,5856,2021-08-04,805000,24150,24150,917
857,2846,5857,2022-05-19,480000,14400,14400,523
858,2863,5858,2023-02-18,855000,25650,25650,952
859,2865,5859,2023-12-10,2880000,86400,86400,464
860,2875,5860,2023-12-25,1080000,32400,32400,872
861,2881,5861,2022-04-17,4780000,143400,143400,204
862,2885,5862,2022-11-29,1180000,35400,35400,575
863,2887,5863,2023-06-27,3755000,112650,112650,503
864,2895,5864,2023-06-11,1955000,58650,58650,974
865,2903,5865,2021-10-21,3330000,99900,99900,285
866,2904,5866,2023-02-05,2455000,73650,73650,585
867,2905,5867,2021-07-31,3630000,108900,108900,603
868,2909,5868,2022-10-19,1680000,50400,50400,850
869,2920,5869,2021-08-09,4805000,144150,144150,985
870,2922,5870,2021-10-10,1005000,30150,30150,137
871,2937,5871,2022-11-05,5030000,150900,150900,279
872,2955,5872,2022-08-07,3505000,105150,105150,210
873,2956,5873,2022-04-05,3405000,102150,102150,453
874,2959,5874,2023-02-07,2030000,60900,60900,922
875,2962,5875,2023-10-01,4630000,138900,138900,937
876,2967,5876,2022-01-14,2305000,69150,69150,250
877,2978,5877,2023-10-05,2455000,73650,73650,665
878,2982,5878,2021-07-14,4180000,125400,125400,381
879,2986,5879,2024-02-16,3430000,102900,102900,230
880,2988,5880,2023-09-03,2530000,75900,75900,748
881,2997,5881,2023-07-18,180000,5400,5400,229
882,3014,5882,2022-08-21,1630000,48900,48900,459
883,3016,5883,2021-08-27,255000,7650,7650,954
884,3036,5884,2021-10-22,1455000,43650,43650,364
885,3040,5885,2024-02-09,705000,21150,21150,645
886,3041,5886,2023-08-16,1080000,32400,32400,539
887,3046,5887,2023-08-25,3380000,101400,101400,654
888,3049,5888,2021-10-10,1905000,57150,57150,71
889,3062,5889,2023-12-27,1630000,48900,48900,944
890,3069,5890,2022-02-09,730000,21900,21900,48
891,3070,5891,2021-11-11,1830000,54900,54900,920
892,3072,5892,2024-02-20,2155000,64650,64650,187
893,3075,5893,2021-09-04,3255000,97650,97650,779
894,3087,5894,2022-07-13,4530000,135900,135900,970
895,3088,5895,2022-02-08,55000,1650,1650,290
896,3092,5896,2022-01-28,4730000,141900,141900,315
897,3099,5897,2023-04-04,4405000,132150,132150,221
898,3112,5898,2022-07-12,380000,11400,11400,755
899,3117,5899,2022-08-02,1630000,48900,48900,725
900,3135,5900,2023-04-10,3930000,117900,117900,359
901,3136,5901,2023-04-12,3255000,97650,97650,640
902,3142,5902,2023-03-16,1080000,32400,32400,446
